datetime,instance,mode,method,seed,threads,time_limit_s,status,obj,bound,gap,solver_time_s,total_wall_s,lag_lb,lag_ub,lag_time_s,benders_cuts,heuristic_cost,verified_cost,verified_ok,gurobi_version,gurobi_log
20260715-204842,kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s3,exact,0,0,0,600,OPTIMAL,34919.00,34919.00,0.00000000,0.85,0.88,-1.00,-1.00,-1.00,0,-1.00,34919.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s3_m0_exact_s0_20260715-204842.gurobi.log
20260715-204843,kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s4,exact,0,0,0,600,OPTIMAL,33160.00,33160.00,0.00000000,1.08,1.11,-1.00,-1.00,-1.00,0,-1.00,33160.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s4_m0_exact_s0_20260715-204843.gurobi.log
20260715-204844,kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s5,exact,0,0,0,600,OPTIMAL,33969.00,33969.00,0.00000000,0.68,0.71,-1.00,-1.00,-1.00,0,-1.00,33969.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s5_m0_exact_s0_20260715-204844.gurobi.log
20260715-204844,kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s1,exact,0,0,0,600,OPTIMAL,36372.00,36372.00,0.00000000,0.74,0.77,-1.00,-1.00,-1.00,0,-1.00,36372.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s1_m0_exact_s0_20260715-204844.gurobi.log
20260715-204845,kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s2,exact,0,0,0,600,OPTIMAL,36473.00,36473.00,0.00000000,1.08,1.11,-1.00,-1.00,-1.00,0,-1.00,36473.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s2_m0_exact_s0_20260715-204845.gurobi.log
20260715-204846,kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s3,exact,0,0,0,600,OPTIMAL,33652.00,33652.00,0.00000000,0.43,0.46,-1.00,-1.00,-1.00,0,-1.00,33652.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s3_m0_exact_s0_20260715-204846.gurobi.log
20260715-204847,kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s4,exact,0,0,0,600,OPTIMAL,34204.00,34204.00,0.00000000,0.90,0.93,-1.00,-1.00,-1.00,0,-1.00,34204.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s4_m0_exact_s0_20260715-204847.gurobi.log
20260715-204848,kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s5,exact,0,0,0,600,OPTIMAL,34089.00,34089.00,0.00000000,0.82,0.85,-1.00,-1.00,-1.00,0,-1.00,34089.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s5_m0_exact_s0_20260715-204848.gurobi.log
20260715-204849,kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s1,exact,0,0,0,600,OPTIMAL,35539.00,35539.00,0.00000000,1.03,1.06,-1.00,-1.00,-1.00,0,-1.00,35539.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s1_m0_exact_s0_20260715-204849.gurobi.log
20260715-204850,kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s2,exact,0,0,0,600,OPTIMAL,34827.00,34827.00,0.00000000,1.07,1.10,-1.00,-1.00,-1.00,0,-1.00,34827.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s2_m0_exact_s0_20260715-204850.gurobi.log
20260715-204851,kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s3,exact,0,0,0,600,OPTIMAL,35243.00,35243.00,0.00000000,0.90,0.92,-1.00,-1.00,-1.00,0,-1.00,35243.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s3_m0_exact_s0_20260715-204851.gurobi.log
20260715-204852,kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s4,exact,0,0,0,600,OPTIMAL,33955.00,33955.00,0.00000000,0.97,1.01,-1.00,-1.00,-1.00,0,-1.00,33955.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s4_m0_exact_s0_20260715-204852.gurobi.log
20260715-204853,kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s5,exact,0,0,0,600,OPTIMAL,35273.00,35273.00,0.00000000,0.70,0.73,-1.00,-1.00,-1.00,0,-1.00,35273.00,1,13.0.2,logs/kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s5_m0_exact_s0_20260715-204853.gurobi.log
20260715-204854,kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s1,exact,0,0,0,600,OPTIMAL,115304.00,115304.00,0.00000000,0.45,0.53,-1.00,-1.00,-1.00,0,-1.00,115304.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s1_m0_exact_s0_20260715-204854.gurobi.log
20260715-204854,kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s2,exact,0,0,0,600,OPTIMAL,113793.00,113793.00,0.00000000,0.55,0.62,-1.00,-1.00,-1.00,0,-1.00,113793.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s2_m0_exact_s0_20260715-204854.gurobi.log
20260715-204855,kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s3,exact,0,0,0,600,OPTIMAL,115896.00,115896.00,0.00000000,0.47,0.55,-1.00,-1.00,-1.00,0,-1.00,115896.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s3_m0_exact_s0_20260715-204855.gurobi.log
20260715-204856,kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s4,exact,0,0,0,600,OPTIMAL,111711.00,111711.00,0.00000000,0.61,0.68,-1.00,-1.00,-1.00,0,-1.00,111711.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s4_m0_exact_s0_20260715-204856.gurobi.log
20260715-204856,kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s5,exact,0,0,0,600,OPTIMAL,109767.00,109767.00,0.00000000,0.68,0.74,-1.00,-1.00,-1.00,0,-1.00,109767.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI2_tJ2_s5_m0_exact_s0_20260715-204856.gurobi.log
20260715-204857,kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s1,exact,0,0,0,600,OPTIMAL,116912.00,116912.00,0.00000000,0.49,0.56,-1.00,-1.00,-1.00,0,-1.00,116912.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s1_m0_exact_s0_20260715-204857.gurobi.log
20260715-204858,kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s2,exact,0,0,0,600,OPTIMAL,113178.00,113178.00,0.00000000,0.50,0.56,-1.00,-1.00,-1.00,0,-1.00,113178.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s2_m0_exact_s0_20260715-204858.gurobi.log
20260715-204858,kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s3,exact,0,0,0,600,OPTIMAL,117491.00,117491.00,0.00000000,0.51,0.58,-1.00,-1.00,-1.00,0,-1.00,117491.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s3_m0_exact_s0_20260715-204858.gurobi.log
20260715-204859,kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s4,exact,0,0,0,600,OPTIMAL,118580.00,118580.00,0.00000000,0.47,0.53,-1.00,-1.00,-1.00,0,-1.00,118580.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s4_m0_exact_s0_20260715-204859.gurobi.log
20260715-204900,kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s5,exact,0,0,0,600,OPTIMAL,109189.00,109188.16,0.00000768,0.49,0.56,-1.00,-1.00,-1.00,0,-1.00,109189.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI3_tJ3_s5_m0_exact_s0_20260715-204900.gurobi.log
20260715-204900,kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s1,exact,0,0,0,600,OPTIMAL,118168.00,118168.00,0.00000000,0.56,0.62,-1.00,-1.00,-1.00,0,-1.00,118168.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s1_m0_exact_s0_20260715-204900.gurobi.log
20260715-204901,kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s2,exact,0,0,0,600,OPTIMAL,116248.00,116248.00,0.00000000,0.47,0.53,-1.00,-1.00,-1.00,0,-1.00,116248.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s2_m0_exact_s0_20260715-204901.gurobi.log
20260715-204901,kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s3,exact,0,0,0,600,OPTIMAL,115183.00,115183.00,0.00000000,0.72,0.79,-1.00,-1.00,-1.00,0,-1.00,115183.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s3_m0_exact_s0_20260715-204901.gurobi.log
20260715-204902,kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s4,exact,0,0,0,600,OPTIMAL,112940.00,112940.00,0.00000000,0.55,0.62,-1.00,-1.00,-1.00,0,-1.00,112940.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s4_m0_exact_s0_20260715-204902.gurobi.log
20260715-204903,kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s5,exact,0,0,0,600,OPTIMAL,109923.00,109923.00,0.00000000,0.51,0.59,-1.00,-1.00,-1.00,0,-1.00,109923.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI4_tJ4_s5_m0_exact_s0_20260715-204903.gurobi.log
20260715-204903,kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s1,exact,0,0,0,600,OPTIMAL,111192.00,111192.00,0.00000000,0.42,0.50,-1.00,-1.00,-1.00,0,-1.00,111192.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s1_m0_exact_s0_20260715-204903.gurobi.log
20260715-204904,kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s2,exact,0,0,0,600,OPTIMAL,110710.00,110710.00,0.00000000,0.92,0.99,-1.00,-1.00,-1.00,0,-1.00,110710.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s2_m0_exact_s0_20260715-204904.gurobi.log
20260715-204905,kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s3,exact,0,0,0,600,OPTIMAL,109662.00,109662.00,0.00000000,0.50,0.57,-1.00,-1.00,-1.00,0,-1.00,109662.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s3_m0_exact_s0_20260715-204905.gurobi.log
20260715-204906,kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s4,exact,0,0,0,600,OPTIMAL,118963.00,118963.00,0.00000000,0.47,0.55,-1.00,-1.00,-1.00,0,-1.00,118963.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s4_m0_exact_s0_20260715-204906.gurobi.log
20260715-204906,kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s5,exact,0,0,0,600,OPTIMAL,114317.00,114317.00,0.00000000,0.47,0.54,-1.00,-1.00,-1.00,0,-1.00,114317.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI5_tJ5_s5_m0_exact_s0_20260715-204906.gurobi.log
20260715-204907,kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s1,exact,0,0,0,600,OPTIMAL,116785.00,116785.00,0.00000000,0.47,0.55,-1.00,-1.00,-1.00,0,-1.00,116785.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s1_m0_exact_s0_20260715-204907.gurobi.log
20260715-204907,kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s2,exact,0,0,0,600,OPTIMAL,114910.00,114909.92,0.00000072,0.49,0.56,-1.00,-1.00,-1.00,0,-1.00,114910.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s2_m0_exact_s0_20260715-204907.gurobi.log
20260715-204908,kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s3,exact,0,0,0,600,OPTIMAL,116177.00,116177.00,0.00000000,0.68,0.75,-1.00,-1.00,-1.00,0,-1.00,116177.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s3_m0_exact_s0_20260715-204908.gurobi.log
20260715-204909,kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s4,exact,0,0,0,600,OPTIMAL,117036.00,117035.08,0.00000790,0.85,0.90,-1.00,-1.00,-1.00,0,-1.00,117036.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s4_m0_exact_s0_20260715-204909.gurobi.log
20260715-204910,kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s5,exact,0,0,0,600,OPTIMAL,111419.00,111419.00,0.00000000,0.52,0.58,-1.00,-1.00,-1.00,0,-1.00,111419.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL10_tI6_tJ6_s5_m0_exact_s0_20260715-204910.gurobi.log
20260715-204910,kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s1,exact,0,0,0,600,OPTIMAL,65063.00,65063.00,0.00000000,0.44,0.48,-1.00,-1.00,-1.00,0,-1.00,65063.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s1_m0_exact_s0_20260715-204910.gurobi.log
20260715-204911,kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s2,exact,0,0,0,600,OPTIMAL,61457.00,61457.00,0.00000000,0.27,0.31,-1.00,-1.00,-1.00,0,-1.00,61457.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s2_m0_exact_s0_20260715-204911.gurobi.log
20260715-204911,kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s3,exact,0,0,0,600,OPTIMAL,64473.00,64472.99,0.00000011,0.35,0.38,-1.00,-1.00,-1.00,0,-1.00,64473.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s3_m0_exact_s0_20260715-204911.gurobi.log
20260715-204912,kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s4,exact,0,0,0,600,OPTIMAL,64602.00,64602.00,0.00000000,0.28,0.32,-1.00,-1.00,-1.00,0,-1.00,64602.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s4_m0_exact_s0_20260715-204912.gurobi.log
20260715-204912,kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s5,exact,0,0,0,600,OPTIMAL,60155.00,60154.78,0.00000363,0.33,0.36,-1.00,-1.00,-1.00,0,-1.00,60155.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI2_tJ2_s5_m0_exact_s0_20260715-204912.gurobi.log
20260715-204913,kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s1,exact,0,0,0,600,OPTIMAL,61279.00,61279.00,0.00000000,0.32,0.35,-1.00,-1.00,-1.00,0,-1.00,61279.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s1_m0_exact_s0_20260715-204913.gurobi.log
20260715-204913,kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s2,exact,0,0,0,600,OPTIMAL,62749.00,62749.00,0.00000000,0.50,0.53,-1.00,-1.00,-1.00,0,-1.00,62749.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s2_m0_exact_s0_20260715-204913.gurobi.log
20260715-204913,kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s3,exact,0,0,0,600,OPTIMAL,65517.00,65517.00,0.00000000,0.31,0.34,-1.00,-1.00,-1.00,0,-1.00,65517.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s3_m0_exact_s0_20260715-204913.gurobi.log
20260715-204914,kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s4,exact,0,0,0,600,OPTIMAL,66175.00,66175.00,0.00000000,0.39,0.43,-1.00,-1.00,-1.00,0,-1.00,66175.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s4_m0_exact_s0_20260715-204914.gurobi.log
20260715-204914,kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s5,exact,0,0,0,600,OPTIMAL,60422.00,60422.00,0.00000000,0.36,0.39,-1.00,-1.00,-1.00,0,-1.00,60422.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI3_tJ3_s5_m0_exact_s0_20260715-204914.gurobi.log
20260715-204915,kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s1,exact,0,0,0,600,OPTIMAL,67532.00,67532.00,0.00000000,0.42,0.46,-1.00,-1.00,-1.00,0,-1.00,67532.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s1_m0_exact_s0_20260715-204915.gurobi.log
20260715-204915,kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s2,exact,0,0,0,600,OPTIMAL,64589.00,64589.00,0.00000000,0.28,0.31,-1.00,-1.00,-1.00,0,-1.00,64589.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s2_m0_exact_s0_20260715-204915.gurobi.log
20260715-204916,kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s3,exact,0,0,0,600,OPTIMAL,63443.00,63443.00,0.00000000,0.49,0.52,-1.00,-1.00,-1.00,0,-1.00,63443.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s3_m0_exact_s0_20260715-204916.gurobi.log
20260715-204916,kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s4,exact,0,0,0,600,OPTIMAL,64295.00,64295.00,0.00000000,0.47,0.50,-1.00,-1.00,-1.00,0,-1.00,64295.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s4_m0_exact_s0_20260715-204916.gurobi.log
20260715-204917,kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s5,exact,0,0,0,600,OPTIMAL,60970.00,60970.00,0.00000000,0.33,0.36,-1.00,-1.00,-1.00,0,-1.00,60970.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI4_tJ4_s5_m0_exact_s0_20260715-204917.gurobi.log
20260715-204917,kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s1,exact,0,0,0,600,OPTIMAL,62852.00,62852.00,0.00000000,0.36,0.40,-1.00,-1.00,-1.00,0,-1.00,62852.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s1_m0_exact_s0_20260715-204917.gurobi.log
20260715-204918,kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s2,exact,0,0,0,600,OPTIMAL,64646.00,64646.00,0.00000000,0.27,0.31,-1.00,-1.00,-1.00,0,-1.00,64646.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s2_m0_exact_s0_20260715-204918.gurobi.log
20260715-204918,kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s3,exact,0,0,0,600,OPTIMAL,60634.00,60634.00,0.00000000,0.28,0.31,-1.00,-1.00,-1.00,0,-1.00,60634.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s3_m0_exact_s0_20260715-204918.gurobi.log
20260715-204918,kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s4,exact,0,0,0,600,OPTIMAL,62486.00,62486.00,0.00000000,0.44,0.48,-1.00,-1.00,-1.00,0,-1.00,62486.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s4_m0_exact_s0_20260715-204918.gurobi.log
20260715-204919,kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s5,exact,0,0,0,600,OPTIMAL,66524.00,66524.00,0.00000000,0.45,0.49,-1.00,-1.00,-1.00,0,-1.00,66524.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI5_tJ5_s5_m0_exact_s0_20260715-204919.gurobi.log
20260715-204919,kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s1,exact,0,0,0,600,OPTIMAL,63159.00,63159.00,0.00000000,0.45,0.49,-1.00,-1.00,-1.00,0,-1.00,63159.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s1_m0_exact_s0_20260715-204919.gurobi.log
20260715-204920,kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s2,exact,0,0,0,600,OPTIMAL,68411.00,68411.00,0.00000000,0.23,0.26,-1.00,-1.00,-1.00,0,-1.00,68411.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s2_m0_exact_s0_20260715-204920.gurobi.log
20260715-204920,kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s3,exact,0,0,0,600,OPTIMAL,61056.00,61056.00,0.00000000,0.43,0.47,-1.00,-1.00,-1.00,0,-1.00,61056.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s3_m0_exact_s0_20260715-204920.gurobi.log
20260715-204921,kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s4,exact,0,0,0,600,OPTIMAL,63353.00,63352.97,0.00000042,0.35,0.38,-1.00,-1.00,-1.00,0,-1.00,63353.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s4_m0_exact_s0_20260715-204921.gurobi.log
20260715-204921,kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s5,exact,0,0,0,600,OPTIMAL,66054.00,66054.00,0.00000000,0.40,0.44,-1.00,-1.00,-1.00,0,-1.00,66054.00,1,13.0.2,logs/kstar_nI40_nJ20_nK100_nL5_tI6_tJ6_s5_m0_exact_s0_20260715-204921.gurobi.log
20260715-204922,kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s1,exact,0,0,0,600,OPTIMAL,66636.00,66636.00,0.00000000,0.44,0.48,-1.00,-1.00,-1.00,0,-1.00,66636.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s1_m0_exact_s0_20260715-204922.gurobi.log
20260715-204922,kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s2,exact,0,0,0,600,OPTIMAL,62098.00,62098.00,0.00000000,0.35,0.39,-1.00,-1.00,-1.00,0,-1.00,62098.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s2_m0_exact_s0_20260715-204922.gurobi.log
20260715-204923,kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s3,exact,0,0,0,600,OPTIMAL,63198.00,63198.00,0.00000000,0.42,0.46,-1.00,-1.00,-1.00,0,-1.00,63198.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s3_m0_exact_s0_20260715-204923.gurobi.log
20260715-204923,kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s4,exact,0,0,0,600,OPTIMAL,64658.00,64658.00,0.00000000,0.49,0.53,-1.00,-1.00,-1.00,0,-1.00,64658.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s4_m0_exact_s0_20260715-204923.gurobi.log
20260715-204924,kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s5,exact,0,0,0,600,OPTIMAL,63296.00,63296.00,0.00000000,0.38,0.42,-1.00,-1.00,-1.00,0,-1.00,63296.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI2_tJ2_s5_m0_exact_s0_20260715-204924.gurobi.log
20260715-204924,kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s1,exact,0,0,0,600,OPTIMAL,63872.00,63872.00,0.00000000,0.41,0.45,-1.00,-1.00,-1.00,0,-1.00,63872.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s1_m0_exact_s0_20260715-204924.gurobi.log
20260715-204925,kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s2,exact,0,0,0,600,OPTIMAL,62410.00,62410.00,0.00000000,0.54,0.58,-1.00,-1.00,-1.00,0,-1.00,62410.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s2_m0_exact_s0_20260715-204925.gurobi.log
20260715-204925,kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s3,exact,0,0,0,600,OPTIMAL,68806.00,68806.00,0.00000000,0.76,0.80,-1.00,-1.00,-1.00,0,-1.00,68806.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s3_m0_exact_s0_20260715-204925.gurobi.log
20260715-204926,kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s4,exact,0,0,0,600,OPTIMAL,62321.00,62321.00,0.00000000,0.43,0.46,-1.00,-1.00,-1.00,0,-1.00,62321.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s4_m0_exact_s0_20260715-204926.gurobi.log
20260715-204927,kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s5,exact,0,0,0,600,OPTIMAL,66555.00,66555.00,0.00000000,0.44,0.47,-1.00,-1.00,-1.00,0,-1.00,66555.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI3_tJ3_s5_m0_exact_s0_20260715-204927.gurobi.log
20260715-204927,kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s1,exact,0,0,0,600,OPTIMAL,62434.00,62433.29,0.00001143,0.38,0.41,-1.00,-1.00,-1.00,0,-1.00,62434.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s1_m0_exact_s0_20260715-204927.gurobi.log
20260715-204928,kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s2,exact,0,0,0,600,OPTIMAL,59923.00,59922.86,0.00000234,0.38,0.42,-1.00,-1.00,-1.00,0,-1.00,59923.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s2_m0_exact_s0_20260715-204928.gurobi.log
20260715-204928,kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s3,exact,0,0,0,600,OPTIMAL,61055.00,61055.00,0.00000000,0.45,0.48,-1.00,-1.00,-1.00,0,-1.00,61055.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s3_m0_exact_s0_20260715-204928.gurobi.log
20260715-204929,kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s4,exact,0,0,0,600,OPTIMAL,63028.00,63028.00,0.00000000,0.46,0.50,-1.00,-1.00,-1.00,0,-1.00,63028.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s4_m0_exact_s0_20260715-204929.gurobi.log
20260715-204929,kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s5,exact,0,0,0,600,OPTIMAL,62954.00,62954.00,0.00000000,0.36,0.39,-1.00,-1.00,-1.00,0,-1.00,62954.00,1,13.0.2,logs/kstar_nI40_nJ20_nK50_nL10_tI4_tJ4_s5_m0_exact_s0_20260715-204929.gurobi.log
